HostTaxID,Host,HostGenus,HostFamily,HostOrder,HostClass,HostNCBIResolved
40178,alectoris graeca,alectoris,phasianidae,galliformes,aves,TRUE
9079,alectoris rufa,alectoris,phasianidae,galliformes,aves,TRUE
173327,alepes djedaba,alepes,carangidae,carangiformes,actinopteri,TRUE
100897,alexandromys fortis,alexandromys,cricetidae,rodentia,mammalia,TRUE
470139,alexandromys maximowiczii,alexandromys,cricetidae,rodentia,mammalia,TRUE
798066,alexandromys maximowiczii,alexandromys,cricetidae,rodentia,mammalia,TRUE
2162900,alexandromys oeconomus,alexandromys,cricetidae,rodentia,mammalia,TRUE
1548930,alipiopsitta xanthops,alipiopsitta,psittacidae,psittaciformes,aves,TRUE
309870,alisterus amboinensis,alisterus,psittacidae,psittaciformes,aves,TRUE
458117,alisterus scapularis,alisterus,psittacidae,psittaciformes,aves,TRUE
54135,allenopithecus nigroviridis,allenopithecus,cercopithecidae,primates,mammalia,TRUE
8496,alligator mississippiensis,alligator,alligatoridae,crocodylia,,TRUE
38654,alligator sinensis,alligator,alligatoridae,crocodylia,,TRUE
100224,allochrocebus lhoesti,allochrocebus,cercopithecidae,primates,mammalia,TRUE
147649,allochrocebus preussi,allochrocebus,cercopithecidae,primates,mammalia,TRUE
147650,allochrocebus solatus,allochrocebus,cercopithecidae,primates,mammalia,TRUE
329634,allocricetulus eversmanni,allocricetulus,cricetidae,rodentia,mammalia,TRUE
30382,alopochen aegyptiaca,alopochen,anatidae,anseriformes,aves,TRUE
34774,alosa pseudoharengus,alosa,clupeidae,clupeiformes,actinopteri,TRUE
30590,alouatta belzebul,alouatta,atelidae,primates,mammalia,TRUE
9502,alouatta caraya,alouatta,atelidae,primates,mammalia,TRUE
183328,alouatta guariba,alouatta,atelidae,primates,mammalia,TRUE
182256,alouatta guariba,alouatta,atelidae,primates,mammalia,TRUE
198115,alouatta macconnelli,alouatta,atelidae,primates,mammalia,TRUE
30589,alouatta palliata,alouatta,atelidae,primates,mammalia,TRUE
182253,alouatta pigra,alouatta,atelidae,primates,mammalia,TRUE
121123,alouatta sara,alouatta,atelidae,primates,mammalia,TRUE
9503,alouatta seniculus,alouatta,atelidae,primates,mammalia,TRUE
400184,alticola argentatus,alticola,cricetidae,rodentia,mammalia,TRUE
34793,altolamprologus compressiceps,altolamprologus,cichlidae,cichliformes,actinopteri,TRUE
8443,alytes obstetricans,alytes,alytidae,anura,amphibia,TRUE
247729,amandava amandava,amandava,estrildidae,passeriformes,aves,TRUE
261959,amaurornis phoenicurus,amaurornis,rallidae,gruiformes,aves,TRUE
12930,amazona aestiva,amazona,psittacidae,psittaciformes,aves,TRUE
241569,amazona albifrons,amazona,psittacidae,psittaciformes,aves,TRUE
151758,amazona amazonica,amazona,psittacidae,psittaciformes,aves,TRUE
241563,amazona arausiaca,amazona,psittacidae,psittaciformes,aves,TRUE
152277,amazona auropalliata,amazona,psittacidae,psittaciformes,aves,TRUE
151759,amazona autumnalis,amazona,psittacidae,psittaciformes,aves,TRUE
229553,amazona barbadensis,amazona,psittacidae,psittaciformes,aves,TRUE
244070,amazona brasiliensis,amazona,psittacidae,psittaciformes,aves,TRUE
151760,amazona farinosa,amazona,psittacidae,psittaciformes,aves,TRUE
244075,amazona festiva,amazona,psittacidae,psittaciformes,aves,TRUE
241578,amazona finschi,amazona,psittacidae,psittaciformes,aves,TRUE
241562,amazona leucocephala,amazona,psittacidae,psittaciformes,aves,TRUE
151761,amazona ochrocephala,amazona,psittacidae,psittaciformes,aves,TRUE
151766,amazona ochrocephala,amazona,psittacidae,psittaciformes,aves,TRUE
152276,amazona oratrix,amazona,psittacidae,psittaciformes,aves,TRUE
244081,amazona pretrei,amazona,psittacidae,psittaciformes,aves,TRUE
244082,amazona rhodocorytha,amazona,psittacidae,psittaciformes,aves,TRUE
1661781,amazona sp.,amazona,psittacidae,psittaciformes,aves,TRUE
57393,amazona ventralis,amazona,psittacidae,psittaciformes,aves,TRUE
241584,amazona versicolor,amazona,psittacidae,psittaciformes,aves,TRUE
244084,amazona vinacea,amazona,psittacidae,psittaciformes,aves,TRUE
229552,amazona viridigenalis,amazona,psittacidae,psittaciformes,aves,TRUE
1209394,amazona xantholora,amazona,psittacidae,psittaciformes,aves,TRUE
75867,amazonetta brasiliensis,amazonetta,anatidae,anseriformes,aves,TRUE
498364,ambassis marianus,ambassis,ambassidae,,actinopteri,TRUE
109273,ambloplites rupestris,ambloplites,centrarchidae,centrarchiformes,actinopteri,TRUE
84791,amblycercus holosericeus,amblycercus,icteridae,passeriformes,aves,TRUE
497222,amblychaeturichthys hexanema,amblychaeturichthys,gobiidae,gobiiformes,actinopteri,TRUE
392305,amblygaster clupeoides,amblygaster,clupeidae,clupeiformes,actinopteri,TRUE
1411162,amblygaster leiogaster,amblygaster,clupeidae,clupeiformes,actinopteri,TRUE
43114,ambystoma maculatum,ambystoma,ambystomatidae,caudata,amphibia,TRUE
2511205,ambystoma mavortium,ambystoma,ambystomatidae,caudata,amphibia,TRUE
8296,ambystoma mexicanum,ambystoma,ambystomatidae,caudata,amphibia,TRUE
43115,ambystoma opacum,ambystoma,ambystomatidae,caudata,amphibia,TRUE
8306,ambystoma talpoideum,ambystoma,ambystomatidae,caudata,amphibia,TRUE
8305,ambystoma tigrinum,ambystoma,ambystomatidae,caudata,amphibia,TRUE
219545,ameiurus melas,ameiurus,ictaluridae,siluriformes,actinopteri,TRUE
27778,ameiurus nebulosus,ameiurus,ictaluridae,siluriformes,actinopteri,TRUE
8535,ameiva ameiva,ameiva,teiidae,squamata,lepidosauria,TRUE
476914,ammodytes hexapterus,ammodytes,ammodytidae,uranoscopiformes,actinopteri,TRUE
215382,ammodytes personatus,ammodytes,ammodytidae,uranoscopiformes,actinopteri,TRUE
2502157,ammospermophilus nelsoni,ammospermophilus,sciuridae,rodentia,mammalia,TRUE
9899,ammotragus lervia,ammotragus,bovidae,artiodactyla,mammalia,TRUE
325556,amolops chunganensis,amolops,ranidae,anura,amphibia,TRUE
167930,amolops mantzorum,amolops,ranidae,anura,amphibia,TRUE
110104,amolops ricketti,amolops,ranidae,anura,amphibia,TRUE
80970,amphiprion clarkii,amphiprion,pomacentridae,,actinopteri,TRUE
80972,amphiprion ocellaris,amphiprion,pomacentridae,,actinopteri,TRUE
161767,amphiprion percula,amphiprion,pomacentridae,,actinopteri,TRUE
229075,amphiprion sebae,amphiprion,pomacentridae,,actinopteri,TRUE
64144,anabas testudineus,anabas,anabantidae,anabantiformes,actinopteri,TRUE
8204,anarhichas lupus,anarhichas,anarhichadidae,perciformes,actinopteri,TRUE
985688,anarhynchus nivosus,anarhynchus,charadriidae,charadriiformes,aves,TRUE
50399,anarhynchus ruficapillus,anarhynchus,charadriidae,charadriiformes,aves,TRUE
279943,anarhynchus wilsonia,anarhynchus,charadriidae,charadriiformes,aves,TRUE
28680,anas acuta,anas,anatidae,anseriformes,aves,TRUE
75834,anas bahamensis,anas,anatidae,anseriformes,aves,TRUE
8837,anas capensis,anas,anatidae,anseriformes,aves,TRUE
75836,anas carolinensis,anas,anatidae,anseriformes,aves,TRUE
45631,anas castanea,anas,anatidae,anseriformes,aves,TRUE
75839,anas crecca,anas,anatidae,anseriformes,aves,TRUE
75841,anas diazi,anas,anatidae,anseriformes,aves,TRUE
75843,anas erythrorhyncha,anas,anatidae,anseriformes,aves,TRUE
75845,anas flavirostris,anas,anatidae,anseriformes,aves,TRUE
75846,anas fulvigula,anas,anatidae,anseriformes,aves,TRUE
75847,anas georgica,anas,anatidae,anseriformes,aves,TRUE
75848,anas gibberifrons,anas,anatidae,anseriformes,aves,TRUE
45630,anas gracilis,anas,anatidae,anseriformes,aves,TRUE
75852,anas melleri,anas,anatidae,anseriformes,aves,TRUE
8839,anas platyrhynchos,anas,anatidae,anseriformes,aves,TRUE
8840,anas platyrhynchos,anas,anatidae,anseriformes,aves,TRUE
75854,anas poecilorhyncha,anas,anatidae,anseriformes,aves,TRUE
75857,anas rubripes,anas,anatidae,anseriformes,aves,TRUE
42806,anas sp.,anas,anatidae,anseriformes,aves,TRUE
45632,anas superciliosa,anas,anatidae,anseriformes,aves,TRUE
75862,anas undulata,anas,anatidae,anseriformes,aves,TRUE
75864,anas zonorhyncha,anas,anatidae,anseriformes,aves,TRUE
1706835,anastomus oscitans,anastomus,ciconiidae,ciconiiformes,aves,TRUE
1867944,anatidae sp.,,anatidae,anseriformes,aves,TRUE
8389,anaxyrus americanus,anaxyrus,bufonidae,anura,amphibia,TRUE
30325,anaxyrus boreas,anaxyrus,bufonidae,anura,amphibia,TRUE
439429,anaxyrus boreas,anaxyrus,bufonidae,anura,amphibia,TRUE
192200,anaxyrus fowleri,anaxyrus,bufonidae,anura,amphibia,TRUE
47559,anaxyrus terrestris,anaxyrus,bufonidae,anura,amphibia,TRUE
141262,andrias davidianus,andrias,cryptobranchidae,caudata,amphibia,TRUE
7936,anguilla anguilla,anguilla,anguillidae,anguilliformes,actinopteri,TRUE
7940,anguilla australis,anguilla,anguillidae,anguilliformes,actinopteri,TRUE
61124,anguilla bicolor,anguilla,anguillidae,anguilliformes,actinopteri,TRUE
61127,anguilla dieffenbachii,anguilla,anguillidae,anguilliformes,actinopteri,TRUE
7937,anguilla japonica,anguilla,anguillidae,anguilliformes,actinopteri,TRUE
7939,anguilla marmorata,anguilla,anguillidae,anguilliformes,actinopteri,TRUE
7938,anguilla rostrata,anguilla,anguillidae,anguilliformes,actinopteri,TRUE
102178,anguis fragilis,anguis,anguidae,squamata,lepidosauria,TRUE
56067,anhinga anhinga,anhinga,anhingidae,suliformes,aves,TRUE
2039642,anhinga melanogaster,anhinga,anhingidae,suliformes,aves,TRUE
51900,anodorhynchus hyacinthinus,anodorhynchus,psittacidae,psittaciformes,aves,TRUE
178882,anodorhynchus leari,anodorhynchus,psittacidae,psittaciformes,aves,TRUE
141892,anolis allogus,anolis,dactyloidae,squamata,lepidosauria,TRUE
323568,anolis auratus,anolis,dactyloidae,squamata,lepidosauria,TRUE
28377,anolis carolinensis,anolis,dactyloidae,squamata,lepidosauria,TRUE
38937,anolis sagrei,anolis,dactyloidae,squamata,lepidosauria,TRUE
229290,anoplopoma fimbria,anoplopoma,anoplopomatidae,perciformes,actinopteri,TRUE
27642,anoura caudifer,anoura,phyllostomidae,chiroptera,mammalia,TRUE
148021,anoura geoffroyi,anoura,phyllostomidae,chiroptera,mammalia,TRUE
127560,anourosorex squamipes,anourosorex,soricidae,eulipotyphla,mammalia,TRUE
268756,anourosorex yamashinai,anourosorex,soricidae,eulipotyphla,mammalia,TRUE
297802,anous stolidus,anous,laridae,charadriiformes,aves,TRUE
297803,anous tenuirostris,anous,laridae,charadriiformes,aves,TRUE
50365,anser albifrons,anser,anatidae,anseriformes,aves,TRUE
8843,anser anser,anser,anatidae,anseriformes,aves,TRUE
132585,anser brachyrhynchus,anser,anatidae,anseriformes,aves,TRUE
8849,anser caerulescens,anser,anatidae,anseriformes,aves,TRUE
440516,anser caerulescens,anser,anatidae,anseriformes,aves,TRUE
70340,anser caerulescens,anser,anatidae,anseriformes,aves,TRUE
107021,anser canagicus,anser,anatidae,anseriformes,aves,TRUE
8845,anser cygnoides,anser,anatidae,anseriformes,aves,TRUE
132586,anser erythropus,anser,anatidae,anseriformes,aves,TRUE
132587,anser fabalis,anser,anatidae,anseriformes,aves,TRUE
8846,anser indicus,anser,anatidae,anseriformes,aves,TRUE
56281,anser rossii,anser,anatidae,anseriformes,aves,TRUE
8847,anser sp.,anser,anatidae,anseriformes,aves,TRUE
8851,anseranas semipalmata,anseranas,anseranatidae,anseriformes,aves,TRUE
51891,antaresia maculosa,antaresia,pythonidae,squamata,lepidosauria,TRUE
461324,antaresia perthensis,antaresia,pythonidae,squamata,lepidosauria,TRUE
461325,antaresia stimsoni,antaresia,pythonidae,squamata,lepidosauria,TRUE
3370983,anteliomys chinensis,anteliomys,cricetidae,rodentia,mammalia,TRUE
3370984,anteliomys custos,anteliomys,cricetidae,rodentia,mammalia,TRUE
241820,antennarius striatus,antennarius,antennariidae,lophiiformes,actinopteri,TRUE
698975,anthornis melanura,anthornis,meliphagidae,passeriformes,aves,TRUE
1171711,anthropoides paradiseus,anthropoides,gruidae,gruiformes,aves,TRUE
9111,anthropoides virgo,anthropoides,gruidae,gruiformes,aves,TRUE
45798,anthus berthelotii,anthus,motacillidae,passeriformes,aves,TRUE
1463608,anthus rufulus,anthus,motacillidae,passeriformes,aves,TRUE
45804,anthus trivialis,anthus,motacillidae,passeriformes,aves,TRUE
59523,antidorcas marsupialis,antidorcas,bovidae,artiodactyla,mammalia,TRUE
2717063,antigone antigone,antigone,gruidae,gruiformes,aves,TRUE
1977160,antigone canadensis,antigone,gruidae,gruiformes,aves,TRUE
96785,antigone canadensis,antigone,gruidae,gruiformes,aves,TRUE
2717088,antigone vipio,antigone,gruidae,gruiformes,aves,TRUE
9891,antilocapra americana,antilocapra,antilocapridae,artiodactyla,mammalia,TRUE
59525,antilope cervicapra,antilope,bovidae,artiodactyla,mammalia,TRUE
279965,antrostomus carolinensis,antrostomus,caprimulgidae,caprimulgiformes,aves,TRUE
9440,antrozous pallidus,antrozous,vespertilionidae,chiroptera,mammalia,TRUE
452597,aonyx cinereus,aonyx,mustelidae,carnivora,mammalia,TRUE
30591,aotus azarai,aotus,aotidae,primates,mammalia,TRUE
37293,aotus nancymaae,aotus,aotidae,primates,mammalia,TRUE
231953,aotus sp. (in: primates),aotus,aotidae,primates,mammalia,TRUE
9505,aotus trivirgatus,aotus,aotidae,primates,mammalia,TRUE
57176,aotus vociferans,aotus,aotidae,primates,mammalia,TRUE
100213,apalone ferox,apalone,trionychidae,testudines,,TRUE
142466,aphelocoma californica,aphelocoma,corvidae,passeriformes,aves,TRUE
39617,aphelocoma coerulescens,aphelocoma,corvidae,passeriformes,aves,TRUE
225389,aplodinotus grunniens,aplodinotus,sciaenidae,,actinopteri,TRUE
39030,apodemus agrarius,apodemus,muridae,rodentia,mammalia,TRUE
129305,apodemus agrarius,apodemus,muridae,rodentia,mammalia,TRUE
61837,apodemus argenteus,apodemus,muridae,rodentia,mammalia,TRUE
754351,apodemus chejuensis,apodemus,muridae,rodentia,mammalia,TRUE
129246,apodemus chevrieri,apodemus,muridae,rodentia,mammalia,TRUE
400052,apodemus ciscaucasicus,apodemus,muridae,rodentia,mammalia,TRUE
129247,apodemus draco,apodemus,muridae,rodentia,mammalia,TRUE
54292,apodemus flavicollis,apodemus,muridae,rodentia,mammalia,TRUE
256595,apodemus ilex,apodemus,muridae,rodentia,mammalia,TRUE
214933,apodemus latronum,apodemus,muridae,rodentia,mammalia,TRUE
100382,apodemus mystacinus,apodemus,muridae,rodentia,mammalia,TRUE
262051,apodemus pallipes,apodemus,muridae,rodentia,mammalia,TRUE
105297,apodemus peninsulae,apodemus,muridae,rodentia,mammalia,TRUE
134909,apodemus ponticus,apodemus,muridae,rodentia,mammalia,TRUE
105296,apodemus speciosus,apodemus,muridae,rodentia,mammalia,TRUE
10129,apodemus sylvaticus,apodemus,muridae,rodentia,mammalia,TRUE
134910,apodemus uralensis,apodemus,muridae,rodentia,mammalia,TRUE
129310,apodora papuana,liasis,pythonidae,squamata,lepidosauria,TRUE
274068,aprosmictus erythropterus,aprosmictus,psittacidae,psittaciformes,aves,TRUE
9233,aptenodytes forsteri,aptenodytes,spheniscidae,sphenisciformes,aves,TRUE
9234,aptenodytes patagonicus,aptenodytes,spheniscidae,sphenisciformes,aves,TRUE
2696672,apteryx mantelli,apteryx,apterygidae,apterygiformes,aves,TRUE
308060,apteryx rowi,apteryx,apterygidae,apterygiformes,aves,TRUE
8895,apus apus,apus,apodidae,apodiformes,aves,TRUE
8400,aquarana catesbeiana,aquarana,ranidae,anura,amphibia,TRUE
52408,aquila adalberti,aquila,accipitridae,accipitriformes,aves,TRUE
8961,aquila audax,aquila,accipitridae,accipitriformes,aves,TRUE
8962,aquila chrysaetos,aquila,accipitridae,accipitriformes,aves,TRUE
252784,aquila fasciata,aquila,accipitridae,accipitriformes,aves,TRUE
52410,aquila heliaca,aquila,accipitridae,accipitriformes,aves,TRUE
252781,aquila rapax,aquila,accipitridae,accipitriformes,aves,TRUE
467031,ara ambiguus,ara,psittacidae,psittaciformes,aves,TRUE
9226,ara ararauna,ara,psittacidae,psittaciformes,aves,TRUE
176013,ara chloropterus,ara,psittacidae,psittaciformes,aves,TRUE
303304,ara glaucogularis,ara,psittacidae,psittaciformes,aves,TRUE
176014,ara macao,ara,psittacidae,psittaciformes,aves,TRUE
57237,ara militaris,ara,psittacidae,psittaciformes,aves,TRUE
467030,ara rubrogenys,ara,psittacidae,psittaciformes,aves,TRUE
178883,ara severus,ara,psittacidae,psittaciformes,aves,TRUE
867384,aratinga auricapillus,aratinga,psittacidae,psittaciformes,aves,TRUE
231027,aratinga jandaya,aratinga,psittacidae,psittaciformes,aves,TRUE
51908,aratinga nenday,aratinga,psittacidae,psittaciformes,aves,TRUE
176015,aratinga solstitialis,aratinga,psittacidae,psittaciformes,aves,TRUE
236479,archaeolacerta bedriagae,archaeolacerta,lacertidae,squamata,lepidosauria,TRUE
119682,archosargus probatocephalus,archosargus,sparidae,spariformes,actinopteri,TRUE
161928,arctocephalus australis,arctocephalus,otariidae,carnivora,mammalia,TRUE
29084,arctocephalus forsteri,arctocephalus,otariidae,carnivora,mammalia,TRUE
30584,arctocephalus galapagoensis,arctocephalus,otariidae,carnivora,mammalia,TRUE
37190,arctocephalus gazella,arctocephalus,otariidae,carnivora,mammalia,TRUE
37194,arctocephalus tropicalis,arctocephalus,otariidae,carnivora,mammalia,TRUE
110620,ardea alba,ardea,ardeidae,pelecaniformes,aves,TRUE
30390,ardea cinerea,ardea,ardeidae,pelecaniformes,aves,TRUE
56072,ardea herodias,ardea,ardeidae,pelecaniformes,aves,TRUE
585464,ardea intermedia,ardea,ardeidae,pelecaniformes,aves,TRUE
188373,ardea purpurea,ardea,ardeidae,pelecaniformes,aves,TRUE
1934105,ardenna carneipes,ardenna,procellariidae,procellariiformes,aves,TRUE
37051,ardenna gravis,ardenna,procellariidae,procellariiformes,aves,TRUE
48683,ardenna pacifica,ardenna,procellariidae,procellariiformes,aves,TRUE
188375,ardeola bacchus,ardeola,ardeidae,pelecaniformes,aves,TRUE
1158920,ardeola grayii,ardeola,ardeidae,pelecaniformes,aves,TRUE
670334,ardeola ralloides,ardeola,ardeidae,pelecaniformes,aves,TRUE
148034,ardops nichollsi,ardops,phyllostomidae,chiroptera,mammalia,TRUE
54971,arenaria interpres,arenaria,scolopacidae,charadriiformes,aves,TRUE
279931,arenaria melanocephala,arenaria,scolopacidae,charadriiformes,aves,TRUE
446415,argentina silus,argentina,argentinidae,argentiniformes,actinopteri,TRUE
442169,argentina sphyraena,argentina,argentinidae,argentiniformes,actinopteri,TRUE
9081,argusianus argus,argusianus,phasianidae,galliformes,aves,TRUE
172269,argyrosomus regius,argyrosomus,sciaenidae,,actinopteri,TRUE
300221,arothron hispidus,arothron,tetraodontidae,tetraodontiformes,actinopteri,TRUE
1109026,arremon taciturnus,arremon,passerellidae,passeriformes,aves,TRUE
3352246,arripis georgiana,arripis,arripidae,scombriformes,actinopteri,TRUE
40224,artibeus cinereus,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
51010,artibeus fimbriatus,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
51016,artibeus glaucus,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
51012,artibeus hirsutus,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
9417,artibeus jamaicensis,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
27634,artibeus lituratus,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
40228,artibeus obscurus,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
40230,artibeus planirostris,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
40240,artibeus toltecus,artibeus,phyllostomidae,chiroptera,mammalia,TRUE
68478,arundinax aedon,arundinax,sylviidae,passeriformes,aves,TRUE
121563,arvicanthis neumanni,arvicanthis,muridae,rodentia,mammalia,TRUE
61156,arvicanthis niloticus,arvicanthis,muridae,rodentia,mammalia,TRUE
61158,arvicanthis sp.,arvicanthis,muridae,rodentia,mammalia,TRUE
1047088,arvicola amphibius,arvicola,cricetidae,rodentia,mammalia,TRUE
1276134,arvicola scherman,arvicola,cricetidae,rodentia,mammalia,TRUE
188568,aselliscus stoliczkanus,aselliscus,hipposideridae,chiroptera,mammalia,TRUE
56267,asio flammeus,asio,strigidae,strigiformes,aves,TRUE
111810,asio otus,asio,strigidae,strigiformes,aves,TRUE
51883,aspidites melanocephalus,aspidites,pythonidae,squamata,lepidosauria,TRUE
461326,aspidites ramsayi,aspidites,pythonidae,squamata,lepidosauria,TRUE
151713,asterropteryx semipunctata,asterropteryx,gobiidae,gobiiformes,actinopteri,TRUE
2768275,asterropteryx spinosa,asterropteryx,gobiidae,gobiiformes,actinopteri,TRUE
50733,astronotus ocellatus,astronotus,cichlidae,cichliformes,actinopteri,TRUE
8957,astur gentilis,astur,accipitridae,accipitriformes,aves,TRUE
258924,astur gentilis,astur,accipitridae,accipitriformes,aves,TRUE
7994,astyanax mexicanus,astyanax,acestrorhamphidae,characiformes,actinopteri,TRUE
9368,atelerix albiventris,atelerix,erinaceidae,eulipotyphla,mammalia,TRUE
9507,ateles belzebuth,ateles,atelidae,primates,mammalia,TRUE
118643,ateles chamek,ateles,atelidae,primates,mammalia,TRUE
9508,ateles fusciceps,ateles,atelidae,primates,mammalia,TRUE
9509,ateles geoffroyi,ateles,atelidae,primates,mammalia,TRUE
129801,ateles hybridus,ateles,atelidae,primates,mammalia,TRUE
9510,ateles paniscus,ateles,atelidae,primates,mammalia,TRUE
9511,ateles sp.,ateles,atelidae,primates,mammalia,TRUE
318267,atelognathus patagonicus,atelognathus,batrachylidae,anura,amphibia,TRUE
194338,athene cunicularia,athene,strigidae,strigiformes,aves,TRUE
126797,athene noctua,athene,strigidae,strigiformes,aves,TRUE
110225,atheris squamigera,atheris,viperidae,squamata,lepidosauria,TRUE
192881,atherurus africanus,atherurus,hystricidae,rodentia,mammalia,TRUE
210642,atilax paludinosus,atilax,herpestidae,carnivora,mammalia,TRUE
3049902,atropus armatus,atropus,carangidae,carangiformes,actinopteri,TRUE
27731,aulonocranus dewindti,aulonocranus,cichlidae,cichliformes,actinopteri,TRUE
240152,aulorhynchus flavidus,aulorhynchus,aulorhynchidae,perciformes,actinopteri,TRUE
1885052,aves sp.,,,,aves,TRUE
30531,axis axis,axis,cervidae,artiodactyla,mammalia,TRUE
57737,axis porcinus,axis,cervidae,artiodactyla,mammalia,TRUE
189533,aythya affinis,aythya,anatidae,anseriformes,aves,TRUE
30385,aythya americana,aythya,anatidae,anseriformes,aves,TRUE
1177618,aythya baeri,aythya,anatidae,anseriformes,aves,TRUE
189535,aythya collaris,aythya,anatidae,anseriformes,aves,TRUE
219593,aythya ferina,aythya,anatidae,anseriformes,aves,TRUE
219594,aythya fuligula,aythya,anatidae,anseriformes,aves,TRUE
189534,aythya marila,aythya,anatidae,anseriformes,aves,TRUE
197939,aythya nyroca,aythya,anatidae,anseriformes,aves,TRUE
110915,aythya valisineria,aythya,anatidae,anseriformes,aves,TRUE
41806,babyrousa babyrussa,babyrousa,suidae,artiodactyla,mammalia,TRUE
88114,baeolophus bicolor,baeolophus,paridae,passeriformes,aves,TRUE
142467,baeolophus inornatus,baeolophus,paridae,passeriformes,aves,TRUE
213557,baiomys musculus,baiomys,cricetidae,rodentia,mammalia,TRUE
56219,baiomys taylori,baiomys,cricetidae,rodentia,mammalia,TRUE
331523,bairdiella chrysoura,bairdiella,sciaenidae,,actinopteri,TRUE
27602,balaena mysticetus,balaena,balaenidae,artiodactyla,mammalia,TRUE
9767,balaenoptera acutorostrata,balaenoptera,balaenopteridae,artiodactyla,mammalia,TRUE
9768,balaenoptera borealis,balaenoptera,balaenopteridae,artiodactyla,mammalia,TRUE
9770,balaenoptera physalus,balaenoptera,balaenopteridae,artiodactyla,mammalia,TRUE
30414,balearica pavonina,balearica,gruidae,gruiformes,aves,TRUE
925459,balearica regulorum,balearica,gruidae,gruiformes,aves,TRUE
77229,balionycteris maculata,balionycteris,pteropodidae,chiroptera,mammalia,TRUE
303685,balistes capriscus,balistes,balistidae,tetraodontiformes,actinopteri,TRUE
9083,bambusicola thoracicus,bambusicola,phasianidae,galliformes,aves,TRUE
69079,bandicota bengalensis,bandicota,muridae,rodentia,mammalia,TRUE
456472,bandicota indica,bandicota,muridae,rodentia,mammalia,TRUE
456473,bandicota savilei,bandicota,muridae,rodentia,mammalia,TRUE
1542950,bandicota sp.,bandicota,muridae,rodentia,mammalia,TRUE
490309,banjos banjos,banjos,banjosidae,acropomatiformes,actinopteri,TRUE
59449,barbastella barbastellus,barbastella,vespertilionidae,chiroptera,mammalia,TRUE
40830,barbus barbus,barbus,cyprinidae,cypriniformes,actinopteri,TRUE
286724,barnardius barnardi,barnardius,psittacidae,psittaciformes,aves,TRUE
309859,barnardius zonarius,barnardius,psittacidae,psittaciformes,aves,TRUE
759764,barnardius zonarius,barnardius,psittacidae,psittaciformes,aves,TRUE
85526,basileuterus culicivorus,basileuterus,parulidae,passeriformes,aves,TRUE
48422,bassaricyon gabbii,bassaricyon,procyonidae,carnivora,mammalia,TRUE
55047,bassariscus astutus,bassariscus,procyonidae,carnivora,mammalia,TRUE
247737,bathilda ruficauda,bathilda,estrildidae,passeriformes,aves,TRUE
219385,bathybates fasciatus,bathybates,cichlidae,cichliformes,actinopteri,TRUE
10172,bathyergus suillus,bathyergus,bathyergidae,rodentia,mammalia,TRUE
59527,beatragus hunteri,beatragus,bovidae,artiodactyla,mammalia,TRUE
129037,belone belone,belone,belonidae,beloniformes,actinopteri,TRUE
559342,benthochromis horii,benthochromis,cichlidae,cichliformes,actinopteri,TRUE
83759,berylmys bowersi,berylmys,muridae,rodentia,mammalia,TRUE
274813,betta hipposideros,betta,osphronemidae,anabantiformes,actinopteri,TRUE
697946,betta mahachaiensis,betta,osphronemidae,anabantiformes,actinopteri,TRUE
209228,betta smaragdina,betta,osphronemidae,anabantiformes,actinopteri,TRUE
158456,betta splendens,betta,osphronemidae,anabantiformes,actinopteri,TRUE
223568,bettongia gaimardi,bettongia,potoroidae,diprotodontia,mammalia,TRUE
69259,bettongia penicillata,bettongia,potoroidae,diprotodontia,mammalia,TRUE
241101,bibimys chacoensis,bibimys,cricetidae,rodentia,mammalia,TRUE
9901,bison bison,bison,bovidae,artiodactyla,mammalia,TRUE
9902,bison bonasus,bison,bovidae,artiodactyla,mammalia,TRUE
110196,bitis atropos,bitis,viperidae,squamata,lepidosauria,TRUE
8693,bitis caudalis,bitis,viperidae,squamata,lepidosauria,TRUE
8694,bitis gabonica,bitis,viperidae,squamata,lepidosauria,TRUE
8695,bitis nasicornis,bitis,viperidae,squamata,lepidosauria,TRUE
9387,blarina brevicauda,blarina,soricidae,eulipotyphla,mammalia,TRUE
183658,blarina carolinensis,blarina,soricidae,eulipotyphla,mammalia,TRUE
183659,blarina hylophaga,blarina,soricidae,eulipotyphla,mammalia,TRUE
248133,blastocerus dichotomus,blastocerus,cervidae,artiodactyla,mammalia,TRUE
58317,blicca bjoerkna,blicca,leuciscidae,cypriniformes,actinopteri,TRUE
8574,boa constrictor,boa,boidae,squamata,lepidosauria,TRUE
401042,boa imperator,boa,boidae,squamata,lepidosauria,TRUE
1494916,boana pugnax,boana,hylidae,anura,amphibia,TRUE
241268,bodianus mesothorax,bodianus,labridae,labriformes,actinopteri,TRUE
92519,boiga irregularis,boiga,colubridae,squamata,lepidosauria,TRUE
211877,bolborhynchus lineola,bolborhynchus,psittacidae,psittaciformes,aves,TRUE
