tax_id,name
75754,Sminthopsis dolichura
32553,Ningaui ridei
54084,Petrogale inornata
42731,Lestoros inca
1636722,Bettongia anhydra
9318,Notamacropus parryi
651581,Notamacropus dorsalis
65626,Onychogalea unguifera
92649,Chaeropus ecaudatus
9295,Phascolosorex dorsalis
272619,Pseudantechinus roryi
9328,Thylogale stigmatica
37737,Perameles gunnii
65606,Antechinus leo
699040,Pseudochirops albertisii
135160,Bettongia tropica
2493644,Simosthenurus occidentalis
1031281,Rhynchomeles prattorum
38626,Phascolarctos cinereus
699038,Pseudochirulus caroli
65609,Dendrolagus scottae
9284,Antechinus swainsonii
34897,Planigale novaeguineae
32557,Planigale tenuirostris
637844,Trichosurus cunninghami
88212,Phalanger lullulae
9321,Osphranter rufus
120735,Perameles bougainville
596272,Trichosurus johnstonii
65608,Dendrolagus dorianus
114227,Onychogalea fraenata
745247,Chlorotalpa duthieae
90766,Sminthopsis psammophila
2550878,Antechinus argentus
418657,Murexia rothschildi
37736,Murexia longicaudata
42473,Phalanger orientalis
926694,Dorcopsis hageni
65628,Peroryctes raffrayana
400481,Antechinus agilis
32551,Neophascogale lorentzii
65611,Echymipera rufescens
9293,Phascogale tapoatafa
33559,Rhyncholestes raphanurus
75756,Sminthopsis griseoventer
1031274,Perameles eremiana
71385,Antechinus godmani
90772,Sminthopsis butleri
38600,Burramys parvus
9313,Notamacropus agilis
1408241,Caenolestes sangay
38621,Pseudochirops archeri
9316,Macropus fuliginosus
54088,Petrogale penicillata
223568,Bettongia gaimardi
442964,Thylogale thetis
38629,Microperoryctes longicauda
1027716,Mammuthus columbi
185453,Chrysochloris asiatica
992409,Caluromys derbianus
358129,Dendrohyrax arboreus
320636,Rhynchocyon chrysopygus
1833870,Microgale nasoloi
1785724,Marmosops bishopi
943246,Monodelphis scalops
94435,Oryzorictes talpoides
185454,Chrysochloris stuhlmanni
1756215,Cabassous centralis
1497433,Microgale gymnorhyncha
481707,Eremitalpa granti
203680,Monodelphis brevicaudata
9818,Orycteropus afer
237658,Petrosaltator rozeti
94439,Tenrec ecaudatus
1548219,Microgale thomasi
745254,Neamblysomus gunningi
63631,Hydrodamalis gigas
694061,Monodelphis americana
42726,Monodelphis adusta
91502,Thylamys venustus
9272,Philander opossum
372561,Marmosops handleyi
42722,Marmosops impavidus
1185514,Monodelphis touan
126289,Gracilinanus microtarsus
1585906,Gracilinanus peruanus
320637,Rhynchocyon petersi
1785723,Marmosops fuscatus
943244,Monodelphis glirina
126286,Caluromysiops irrupta
461399,Didelphis imperfecta
225405,Philander frenatus
28737,Elephantulus edwardii
483427,Elephantulus fuscus
1460501,Macroscelides micus
1662290,Cryptochloris zyli
9778,Trichechus manatus
1353429,Marmosops paulensis
1785725,Marmosops creightoni
745252,Cryptochloris wintoni
1756220,Dasypus hybridus
483426,Elephantulus fuscipes
329863,Microgale cowani
229052,Microgale longicaudata
1548221,Oryzorictes tetradactylus
191872,Thylamys macrura
126299,Monodelphis emiliae
113272,Petrodromus tetradactylus
1833855,Microgale grandidieri
29137,Dugong dugon
91497,Marmosops dorothea
483428,Elephantulus revoili
1548216,Microgale parvula
29080,Chaetophractus villosus
319819,Setifer setosus
862060,Insectivora sp. FCMUN255-09
39053,Mammut americanum
2759757,Elephantulus revoilii
745245,Carpitalpa arendsi
203681,Monodelphis kunsi
81630,Dasypus kappleri
9813,Procavia capensis
363579,Elephas cypriotes
1833856,Microgale jenkinsae
364245,Microgale jobihely
70610,Caluromys philander
225728,Tlacuatzin canescens
450267,Chlamyphorus truncatus
1397287,Rhynchocyon udzungwensis
1833850,Microgale dryas
1833851,Microgale drouhardi
1548217,Microgale soricoides
319817,Oryzorictes hova
745250,Chrysospalax villosus
372560,Monodelphis osgoodi
9361,Dasypus novemcinctus
1851653,Mammuthus exilis
105689,Micropotamogale lamottei
126298,Marmosops parvidens
979183,Monodelphis umbristriata
340076,Chaetophractus vellerosus
77598,Heterohyrax brucei
9785,Loxodonta africana
994805,Didelphis pernigra
42151,Elephantulus rufescens
1785728,Marmosops juninensis
938163,Thylamys sponsorius
433365,Monodelphis dimidiata
1756217,Dasypus sabanicola
1756219,Dasypus pilosus
473867,Rhynchocyon cirnei
1833854,Microgale gracilis
327957,Trichechus senegalensis
469768,Microgale majori
1785726,Marmosops ocellatus
1833869,Microgale monticola
85694,Didelphis aurita
432356,Macroscelides flavicaudatus
320550,Gracilinanus emiliae
126292,Lestodelphys halli
1785727,Marmosops ojastii
299624,Thylamys cinderella
1523450,Monodelphis palliolata
29082,Macroscelides proboscideus
1833853,Microgale fotsifotsy
943245,Monodelphis sorex
745255,Neamblysomus julianae
42715,Glironia venusta
1595887,Cryptonanus guahybae
476203,Thylamys karimii
938164,Thylamys tatei
9371,Echinops telfairi
745243,Calcochloris obtusirostris
984615,Calyptophractus retusus
113278,Elephantulus rupestris
319813,Hemicentetes semispinosus
176115,Microgale talazaci
9391,Amblysomus hottentotus
42725,Metachirus nudicaudatus
38620,Lutreolina crassicaudata
1700840,Dasypus septemcinctus
745240,Amblysomus robustus
1819355,Chacodelphys formosa
416366,Thylamys velutinus
191870,Gracilinanus agilis
9783,Elephas maximus
126296,Marmosops noctivagus
320555,Cryptonanus chacoensis
126301,Thylamys pallidior
42716,Didelphis albiventris
319816,Microgale brevicaudata
745233,Amblysomus corriae
9777,Trichechus inunguis
1523449,Monodelphis gardneri
225403,Monodelphis theresa
1756213,Cabassous chacoensis
42325,Dendrohyrax dorsalis
229053,Microgale principula
42713,Caluromys lanatus
48852,Cabassous unicinctus
1206715,Microgale dobsoni
364246,Microgale taiva
91500,Chironectes minimus
587434,Monodelphis iheringi
1819352,Gracilinanus marica
113277,Elephantulus myurus
192724,Amblysomus iris
319815,Limnogale mergulus
461409,Marmosops invictus
191871,Thylamys elegans
1756214,Cabassous tatouay
37349,Mammuthus primigenius
9267,Didelphis virginiana
229054,Microgale pusilla
745241,Amblysomus septentrionalis
225404,Marmosops incanus
113275,Elephantulus brachyrhynchus
745256,Huetia leucorhinus
9322,Macropus sp.
1833875,Micropotamogale ruwenzorii
745234,Amblysomus marleyi
320551,Gracilinanus aceramarcae
113276,Elephantulus intufi
1432851,Hemicentetes nigriceps
9268,Didelphis marsupialis
99490,Loxodonta cyclotis
13616,Monodelphis domestica
9801,Tapirus terrestris
9358,Choloepus hoffmanni
79805,Solenodon paradoxus
1340036,Euroscaptor parvidens
286131,Euroscaptor micrura
110931,Cynocephalus volans
1035795,Tupaia montana
652851,Bradypus pygmaeus
202257,Galemys pyrenaicus
1983743,Haringtonhippus francisci
320340,Anathana ellioti
109473,Talpa caeca
56117,Tapirus bairdii
114409,Talpa altaica
9354,Bradypus tridactylus
320338,Ptilocercus lowii
9395,Tupaia glis
9375,Talpa europaea
246436,Tupaia longipes
114413,Mogera insularis
1035793,Tupaia chrysogaster
1559511,Smutsia gigantea
89632,Dicerorhinus sumatrensis
192726,Urogale everetti
71006,Myrmecophaga tridactyla
358128,Phataginus tricuspis
700934,Talpa levantis
30582,Tapirus pinchaque
678617,Talpa stankovici
1340169,Euroscaptor klossi
9807,Ceratotherium simum
320358,Tupaia nicobarica
27675,Choloepus didactylus
42717,Marmosa rubra
867172,Marmosa xerophila
468912,Mogera kanoana
9802,Tapirus indicus
70687,Tupaia tana
136416,Nothrotheriops shastensis
446353,Scaptochirus moschatus
1300117,Scapanulus oweni
222863,Coelodonta antiquitatis
191873,Thylamys pusillus
1496684,Manis crassicaudata
182669,Uropsilus gracilis
143292,Manis pentadactyla
50954,Talpa occidentalis
320342,Tupaia gracilis
867173,Marmosa tyleriana
126295,Marmosa murina
482537,Galeopterus variegatus
320343,Tupaia javanica
94398,Equus kiang
866533,Tapirus kabomani
320341,Tupaia dorsalis
111428,Mogera robusta
42720,Micoureus regina
9809,Rhinoceros unicornis
42719,Marmosa demerarae
9805,Diceros bicornis
9355,Bradypus variegatus
302418,Smutsia temminckii
1607695,Talpa davidiana
320362,Tupaia splendidula
225402,Marmosa mexicana
84074,Cyclopes didactylus
62295,Mogera wogura
1836949,Manis culionensis
264759,Solenodon cubanus
143302,Condylura cristata
114414,Mogera tokudae
246553,Dendrogale melanura
9351,Tamandua mexicana
126294,Marmosa lepida
1202162,Marmosa alstoni
284669,Dendrogale murina
227087,Bradypus torquatus
1171130,Uropsilus aequodonenia
106106,Urotrichus talpoides
246437,Tupaia chinensis
224955,Scaptonyx fusicaudus
37347,Tupaia belangeri
1035794,Tupaia moellendorffi
114411,Euroscaptor mizura
48850,Tamandua tetradactyla
73815,Phataginus tetradactyla
71119,Scalopus aquaticus
320359,Tupaia palawanensis
1035796,Tupaia picta
700935,Talpa caucasica
1300119,Parascaptor leucura
102233,Rhinoceros sondaicus
225365,Marmosa andersoni
867190,Marmosa constantiae
94437,Parascalops breweri
9974,Manis javanica
2576014,Megalonyx jeffersonii
91496,Marmosa robinsoni
52886,Talpa romana
481574,Euroscaptor longirostris
225729,Marmosa paraguayana
41807,Sus barbatus
34884,Callorhinus ursinus
643832,Herpestes smithii
214442,Crocidura flavescens
62279,Sorex hosonoi
62284,Sorex raddei
1196409,Sorex leucogaster
62896,Sorex satunini
1543301,Paraechinus hypomelas
1436297,Rhinopoma hadramauticum
2720889,Vespadelus finlaysoni
909367,Glauconycteris argentata
59462,Myotis bechsteinii
288698,Chaerephon nigeriae
1582105,Tadarida australis
409027,Eumops hansae
1552295,Molossus alvarezi
498220,Nanonycteris veldkampii
1050200,Equus caballus x asinus
9837,Camelus bactrianus
518689,Ursus ingressus
551196,Arctodus simus
68736,Lycalopex culpaeus
68730,Cuon alpinus
29086,Hydrurga leptonyx
48418,Urva auropunctata
1230391,Galerella nigrata
685771,Crocidura maxi
214452,Crocidura viaria
214464,Crocidura batesi
36802,Crocidura russula
62293,Chimarrogale platycephalus
59474,Pipistrellus pipistrellus
258947,Pipistrellus javanicus
360159,Plecotus sacrimontis
481312,Kerivoula lenis
258950,Rhogeessa aeneus
203696,Myotis ricketti
384635,Myotis grisescens
257882,Myotis californicus
257884,Myotis ciliolabrum
587652,Myotis longipes
258927,Laephotis namibensis
1207989,Hipposideros lekaguli
270766,Nycteris hispida
448084,Hypsignathus monstrosus
130838,Ochotona nubrica
258242,Lepus coreanus
9626,Vulpes chama
656087,Crocidura monax
413581,Crocidura tarfayensis
1378286,Scutisorex thori
268758,Nectogale elegans
269271,Chodsigoa caovansunga
743491,Eptesicus gobiensis
502802,Eptesicus isabellinus
258948,Pipistrellus tenuis
1162376,Hypsugo anchietae
153298,Rhogeessa parvula
1209081,Myotis planiceps
27624,Mormopterus kalinowskii
279181,Hipposideros ridleyi
2448887,Hipposideros kunzi
118855,Pteronotus gymnonotus
62617,Lepus alleni
45781,Canis rufus
68722,Atelocynus microtis
9716,Mirounga angustirostris
298411,Conepatus semistriatus
71115,Nandinia binotata
685768,Crocidura tanakae
363229,Crocidura parvipes
363230,Myosorex sclateri
46219,Sorex palustris
1425347,Cryptotis phillipsii
1543302,Hylomys megalotis
258951,Scotophilus borbonicus
159339,Scotophilus heathii
386774,Myotis punicus
508772,Myotis escalerai
1286220,Neoromicia roseveari
72131,Dasypterus xanthinus
118854,Pteronotus quadridens
130835,Ochotona koslowi
130825,Ochotona curzoniae
430913,Lepus flavigularis
62621,Lepus timidus
9630,Vulpes macrotis
39304,Erignathus barbatus
458296,Crocidura cyanea
268754,Crocidura horsfieldii
62901,Sorex excelsus
62906,Sorex trowbridgii
268767,Sorex cylindricauda
62286,Sorex shinto
124759,Thyroptera tricolor
27667,Lasionycteris noctivagans
105295,Pipistrellus abramus
1310230,Hypsugo petersi
565070,Scotophilus tandrefana
258937,Myotis elegans
98922,Myotis daubentonii
258919,Histiotus macrotus
258865,Nyctinomops femorosaccus
1539854,Hipposideros demissus
1812310,Plerotes anchietae
9624,Otocyon megalotis
68725,Canis mesomelas
29088,Neomonachus schauinslandi
352831,Nasua narica
389261,Crocidura aleksandrisi
685772,Crocidura palawanensis
9378,Suncus murinus
9383,Sorex haydeni
62274,Sorex minutissimus
258957,Scotomanes ornatus
1691934,Lasiurus salinae
2720893,Nyctophilus bifax
452654,Myotis laniger
1691930,Dasypterus insularis
526814,Murina rozendaali
258935,Murina huttoni
2608642,Parahypsugo happoldorum
1286224,Parahypsugo crassulus
1195082,Triaenops menamena
9438,Tadarida brasiliensis
1115870,Myopterus daubentonii
270770,Mormopterus beccarii
258867,Otomops martiensseni
1091509,Casinycteris argynnis
869451,Ochotona hoffmanni
100181,Lepus corsicanus
315377,Sus cebifrons
392507,Bassariscus sumichrasti
9649,Ailurus fulgens
311560,Paracynictis selousi
214443,Crocidura fuscomurina
307108,Myosorex kihaulei
307107,Sylvisorex granti
127560,Anourosorex squamipes
1743238,Cryptotis merriami
9411,Macroderma gigas
124745,Corynorhinus townsendii
272803,Plecotus christii
2765311,Vespadelus troughtoni
481313,Kerivoula intermedia
155916,Myotis alcathoe
294649,Myotis sicarius
109478,Myotis brandtii
257883,Myotis evotis
526818,Glischropus tylopus
685730,Murina aenea
1046851,Murina lorelieae
1269259,Molossus currentium
2603869,Macronycteris vittata
867828,Hipposideros lankadiva
364256,Ochotona mantchurica
91798,Lepus comus
68739,Lycalopex sechurae
30551,Spilogale gracilis
210654,Rhynchogale melleri
516694,Crocidura caliginea
2710923,Crocidura vorax
2448838,Scotoecus albofuscus
242915,Plecotus macrobullaris
385037,Submyotodon latirostris
258953,Scotophilus nux
256042,Chaerephon ansorgei
288697,Chaerephon chapini
452596,Mops leucostigma
436903,Otomops wroughtoni
662937,Alionycteris paucidentata
242525,Canis himalayensis
68734,Lycalopex vetulus
326576,Bdeogale crassicauda
516695,Crocidura cinderella
268759,Chodsigoa parca
1196403,Sorex nanus
977878,Neotetracus sinensis
258864,Mormopterus planiceps
258863,Mops condylurus
1116358,Hipposideros pelingensis
867829,Hipposideros lylei
94956,Pteronotus davyi
130834,Ochotona hyperborea
112022,Lepus sinensis
161921,Arctocephalus townsendi
68741,Speothos venaticus
9629,Vulpes corsac
34880,Nyctereutes procyonoides
39090,Phoca largha
55052,Galerella pulverulenta
910940,Sorex yukonicus
268769,Sorex saussurei
268773,Notiosorex crawfordi
384633,Myotis atacamensis
153284,Myotis bocagii
1162378,Neoromicia matroka
867822,Hesperoptenus tickelli
258869,Sauromys petrophilus
1769916,Molossus barnesi
1582106,Mormopterus loriae
869067,Hipposideros bicolor '142 KHz'
635128,Hipposideros beatus
334201,Hipposideros pomona
9796,Equus caballus
1748106,Ochotona sikimaria
235649,Caprolagus hispidus
68732,Vulpes zerda
643830,Herpestes fuscus
1414670,Crocidura trichura
1378280,Crocidura telfordi
1378275,Myosorex babaulti
227887,Chimarrogale himalayica
1506268,Atelerix frontalis
258942,Eptesicus vulturnus
50353,Chalinolobus morio
2717975,Chalinolobus dwyeri
712816,Parastrellus hesperus
2116675,Molossus fentoni
59487,Natalus tumidirostris
1609901,Scotonycteris bergmansi
673354,Hylochoerus meinertzhageni
210646,Helogale hirtula
458329,Diplomesodon pulchellum
62283,Sorex fumeus
183658,Blarina carolinensis
1743239,Cryptotis tropicalis
1788295,Hypsugo macrotis
342860,Hypsugo cadornae
258909,Glauconycteris poensis
867840,Kerivoula krauensis
1238368,Neoromicia tenuipinnis
187019,Murina ryukyuna
258843,Paratriaenops furculus
186990,Hipposideros armiger
1790028,Ochotona gaoligongensis
9986,Oryctolagus cuniculus
9720,Phoca vitulina
458316,Crocidura mariquensis
109474,Crocidura leucodon
214446,Crocidura lusitania
36803,Sorex cinereus
169057,Eptesicus bottae
2748932,Pipistrellus mimus
412088,Pipistrellus deserti
59472,Pipistrellus kuhlii
385035,Myotis martiniquensis
526820,Hesperoptenus tomesi
712048,Cistugo seabrae
118852,Mormoops blainvillei
1703869,Equus cf. scotti PH-2017
9718,Pusa hispida
458317,Crocidura negligens
52814,Neomys anomalus
1945625,Thyroptera wynneae
526822,Tylonycteris robustula
59451,Eptesicus nilssonii
51300,Nyctalus noctula
525717,Mormopterus acetabulosus
334198,Hipposideros calcaratus
662898,Sphaerias blanfordi
62620,Lepus othus
30535,Tayassu pecari
161928,Arctocephalus australis
161932,Otaria byronia
9711,Halichoerus grypus
9680,Proteles cristata
2094178,Surdisorex norae
458320,Crocidura silacea
1400554,Crocidura ninoyi
387912,Crocidura zimmermanni
268751,Suncus stoliczkanus
128150,Sylvisorex johnstoni
62900,Sorex volnuchini
62287,Sorex tundrensis
862701,Sorex bedfordiae
183659,Blarina hylophaga
1003832,Cryptotis gracilis
452670,Cryptotis nelsoni
136086,Hylomys parvus
568178,Eptesicus nasutus
412089,Pipistrellus rueppellii
59473,Pipistrellus nathusii
249034,Scotophilus leucogaster
9435,Myotis velifer
1167682,Murina cineracea
124753,Nyctinomops macrotis
94961,Mystacina tuberculata
1207988,Hipposideros coronatus
463808,Hipposideros ruber
62619,Lepus callotis
1418021,Lepus peguensis
39088,Phoca fasciata
1387127,Bassaricyon medius
92523,Procyon minor
71111,Crossarchus obscurus
61090,Crocidura fuliginosa
458314,Crocidura grayi
62898,Sorex arcticus
62273,Sorex gracillimus
2020373,Cryptotis mccarthyi
183661,Cryptotis parvus
124746,Eptesicus furinalis
59452,Eptesicus serotinus
526821,Pipistrellus stenopterus
109485,Hypsugo savii
2069573,Cassistrellus yokdonensis
258940,Myotis siligorensis
599854,Hipposideros fulvus
130831,Ochotona forresti
51154,Catagonus wagneri
9840,Lama guanicoe
9634,Helarctos malayanus
9612,Canis lupus
29067,Potos flavus
389263,Crocidura nanilla
61091,Crocidura lea
307105,Sylvisorex howelli
350805,Sylvisorex vulcanorum
150090,Episoriculus fumidus
2083004,Sorex sinalis
48897,Hylomys suillus
409022,Eptesicus chiriquinus
864758,Myotis anjouanensis
2049285,Tadarida latouchei
1848987,Eumops chimaera
249020,Hipposideros abae
130832,Ochotona himalayana
48086,Lepus americanus
30584,Arctocephalus galapagoensis
68724,Canis aureus
68737,Lycalopex griseus
298412,Bassaricyon beddardi
743424,Nasuella olivacea
210652,Mungos mungo
458295,Crocidura crossei
1649341,Crocidura fumosa
2448646,Crocidura pachyura
307106,Sylvisorex lunaris
304401,Sorex arizonae
62894,Sorex granarius
173903,Rhinopoma microphyllum
999321,Hypsugo alaschanicus
109480,Myotis emarginatus
303307,Cynomops paranus
478698,Chaerephon plicatus
124747,Eumops auripendulus
58076,Molossus sinaloae
110941,Macronycteris commersoni
302397,Anthops ornatus
1114792,Equus ferus
1881634,Ochotona argentata
273791,Potamochoerus porcus
9620,Cerdocyon thous
9627,Vulpes vulpes
30548,Mephitis mephitis
643833,Herpestes vitticollis
656085,Crocidura maquassiensis
214440,Crocidura denti
214447,Crocidura maurisca
1378281,Crocidura stenocephala
30576,Atelerix algirus
977876,Mesechinus hughi
867834,Hypsugo pulveratus
433359,Rhogeessa gracilis
742904,Histiotus velatus
297253,Nyctalus azoreum
1115868,Eumops wilsoni
270768,Cheiromeles torquatus
578340,Asellia tridens
9983,Lepus europaeus
392506,Bassaricyon alleni
41010,Cynictis penicillata
685766,Crocidura panayensis
271646,Chimarrogale phaeura
62291,Episoriculus caudatus
62276,Sorex caecutiens
62288,Sorex roboratus
2020372,Cryptotis celaque
1425349,Cryptotis mayensis
867864,Philetor brachypterus
124749,Harpiocephalus harpia
380359,Scotophilus nigrita
452653,Myotis fimbriatus
27668,Myotis leibii
159326,Myotis hasseltii
159327,Myotis keaysi
1163727,Myotis nesopolus
258943,Neoromicia rendalli
2045284,Aeorestes villosissimus
59464,Nyctalus lasiopterus
867842,Mops mops
270698,Hipposideros cineraceus
290562,Natalus major
130843,Ochotona thibetana
2094180,Sylvisorex morio
1868624,Chodsigoa smithii
2664495,Scotoecus hindei
2591342,Kerivoula lanosa
1857021,Lasiurus minor
270771,Molossus ater
1700841,Promops nasutus
104114,Nesolagus netscheri
63225,Lepus townsendii
274686,Lepus hainanus
315376,Sus philippensis
475452,Sus bucculentus
29073,Ursus maritimus
34888,Phocarctos hookeri
354191,Lycalopex fulvipes
9700,Herpestes ichneumon
516705,Crocidura mutesae
862699,Chodsigoa hypsibia
1159883,Blarinella wardi
1691931,Lasiurus pfeifferi
153299,Rhogeessa tumida
258941,Myotis septentrionalis
1162377,Neoromicia zuluensis
592573,Dasypterus intermedius
565237,Tadarida fulminans
999942,Molossus coibensis
59467,Nycteris thebaica
48085,Bunolagus monticularis
2494276,Vulpes bengalensis
55040,Urocyon cinereoargenteus
210643,Crossarchus alexandri
210642,Atilax paludinosus
210650,Liberiictis kuhni
656091,Crocidura wimmeri
214450,Crocidura poensis
214466,Crocidura buettikoferi
214445,Crocidura littoralis
362335,Myosorex cafer
1425345,Cryptotis obscurus
302413,Thyroptera lavali
27670,Nycticeius humeralis
258930,Lasiurus borealis
153297,Scotophilus kuhlii
110938,Neoromicia capensis
59483,Tadarida teniotis
1207990,Hipposideros pygmaeus
62618,Lepus arcticus
1096449,Crossarchus platycephalus
516697,Crocidura montis
1174668,Suncus fellowesgordoni
1582325,Lavia frons
360157,Plecotus homochrous
258929,Lasiurus seminolus
2528592,Myotis zenatius
124752,Myotis riparius
1898424,Neoromicia stanleyi
329872,Paratriaenops auritus
409885,Aselliscus tricuspidatus
118856,Pteronotus personatus
795836,Lepus insularis
1701144,Lepus tibetanus
9622,Lycaon pictus
458319,Crocidura ramona
685765,Crocidura negrina
214451,Crocidura turba
268755,Crocidura orii
52631,Crocidura suaveolens
9387,Blarina brevicauda
9413,Megaderma lyra
306062,Myotis nipalensis
2250430,Myotis badius
27619,Eumops glaucinus
1582142,Mormopterus cobourgianus
27626,Nyctinomops aurispinosus
452595,Mops midas
584997,Hipposideros jonesi
130833,Ochotona huangensis
1394729,Lepus microtis
159856,Sus verrucosus
273789,Sus celebensis
161930,Neophoca cinerea
354190,Vulpes cana
244585,Urocyon littoralis
9707,Odobenus rosmarus
9713,Leptonychotes weddellii
148965,Crocidura hildegardeae
62296,Soriculus nigrescens
257447,Chodsigoa sodalis
62895,Sorex coronatus
2747557,Crossogale hantu
1195382,Eptesicus bobrinskoi
2748574,Eptesicus tatei
61862,Plecotus auritus
59449,Barbastella barbastellus
59471,Nyctophilus gouldi
153295,Rhogeessa alleni
225401,Myotis formosus
27672,Perimyotis subflavus
1332054,Neoromicia guineensis
568929,Laephotis botswanae
221160,Ochotona iliensis
9978,Ochotona princeps
141975,Sylvilagus cunicularis
9829,Pecari tajacu
9636,Melursus ursinus
48422,Bassaricyon gabbii
743425,Nasuella meridensis
210647,Helogale parvula
1649340,Crocidura tansaniana
1174666,Solisorex pearsoni
62905,Sorex vagrans
258959,Tylonycteris pachypus
867839,Kerivoula kachinensis
1691933,Lasiurus varius
712050,Cassistrellus dimissus
867857,Myotis gomantongensis
384634,Myotis chiloensis
2045283,Aeorestes semotus
867821,Hesperoptenus blanfordi
187016,Murina florium
409018,Cynomops planirostris
27632,Tomopeas ravus
279183,Hipposideros coxi
118853,Pteronotus macleayii
290564,Natalus saturatus
9794,Equus hemionus
364258,Ochotona turuchanensis
693431,Pusa caspica
1386914,Bassaricyon neblina
37032,Suricata suricatta
656090,Crocidura phaeura
2730346,Crocidura andamanensis
2730347,Crocidura nicobarica
561570,Crocidura thalia
872998,Myosorex zinki
268756,Anourosorex yamashinai
268760,Episoriculus macrurus
62272,Sorex daphaenodon
37316,Erinaceus concolor
111452,Mesechinus dauuricus
270764,Cardioderma cor
173902,Rhinopoma muscatellum
412094,Hypsugo ariel
1429989,Kerivoula argentata
258952,Scotophilus dinganii
633645,Myotis annamiticus
59463,Myotis lucifugus
